RowNumber,CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_France,Geography_Spain,Geography_Germany,Gender_Female,Gender_Male,BalanceSalaryRatio,TenureByAge,CreditScoreGivenAge,Set
15,15600882,Scott,0.57,0.22972972972972977,0.7000000000000001,0.0,0.3333333333333333,1,1,0.32973183939066175,0,-1,1,-1,1,-1,0.0,0.36,0.31608761329305135,Test
16,15643966,Goforth,0.5319999999999999,0.36486486486486486,0.30000000000000004,0.5704683124530762,0.3333333333333333,-1,1,0.32160911367035555,0,-1,-1,1,-1,1,0.00020961768805612634,0.11999999999999998,0.21012084592145014,Train
17,15737452,Romeo,0.606,0.5405405405405406,0.1,0.5285129113577549,0.0,1,-1,0.02543287883992921,1,-1,-1,1,-1,1,0.0024506164114963783,0.031034482758620686,0.15230102093968123,Train
18,15788218,Henderson,0.398,0.08108108108108109,0.9,0.0,0.3333333333333333,1,1,0.07198102418780992,0,-1,1,-1,1,-1,0.0,0.6749999999999999,0.428672583081571,Test
19,15661507,Muldrow,0.47399999999999987,0.36486486486486486,0.6000000000000001,0.0,0.0,-1,-1,0.7934419237037137,0,-1,1,-1,-1,1,0.0,0.23999999999999996,0.19478851963746224,Train
20,15568982,Hao,0.7519999999999999,0.08108108108108109,0.6000000000000001,0.0,0.3333333333333333,1,1,0.2735883776900694,0,1,-1,-1,1,-1,0.0,0.44999999999999996,0.6041351963746224,Test
21,15577657,McDonald,0.7639999999999999,0.3108108108108108,0.8,0.0,0.3333333333333333,1,1,0.8544545504095641,0,1,-1,-1,-1,1,0.0,0.35121951219512193,0.3092071328568271,Test
22,15597945,Dellucci,0.572,0.1891891891891892,0.8,0.0,0.3333333333333333,1,-1,0.6927855610210775,0,-1,1,-1,1,-1,0.0,0.44999999999999996,0.3572979607250755,Train
23,15699309,Gerasimov,0.31999999999999995,0.27027027027027034,0.4,0.0,0.0,1,-1,0.5945665311037204,1,-1,1,-1,1,-1,0.0,0.1894736842105263,0.20374860868182537,Train
24,15725737,Mosman,0.638,0.37837837837837845,0.30000000000000004,0.0,0.3333333333333333,-1,1,0.04238489775773586,0,1,-1,-1,-1,1,0.0,0.11739130434782608,0.23045284381978193,Test
25,15625047,Yen,0.9919999999999999,0.27027027027027034,0.5,0.0,0.0,1,1,0.9381124897427704,0,1,-1,-1,1,-1,0.0,0.23684210526315785,0.41411591667991726,Train
26,15738191,Maclean,0.45399999999999985,0.09459459459459457,0.30000000000000004,0.0,0.3333333333333333,-1,1,0.6225430028567728,0,1,-1,-1,-1,1,0.0,0.21599999999999997,0.4335498489425981,Train
27,15736816,Young,0.8119999999999999,0.24324324324324326,0.2,0.5453036330408096,0.0,1,1,0.8502330472560129,0,-1,-1,1,-1,1,7.580079637546014e-05,0.09999999999999998,0.3840634441087613,Train
28,15700772,Nebechi,0.44200000000000006,0.35135135135135137,0.9,0.0,0.3333333333333333,-1,-1,0.19212719814742305,0,1,-1,-1,-1,1,0.0,0.36818181818181817,0.19319040098873935,Train
29,15728693,McWilliams,0.44800000000000006,0.3378378378378379,0.30000000000000004,0.5633738782148561,0.0,1,1,0.5009270885369552,0,-1,-1,1,1,-1,0.00013291528414368953,0.1255813953488372,0.2020304925173892,Train
30,15656300,Lucciano,0.122,0.14864864864864863,0.0,0.23793393564693938,0.3333333333333333,1,1,0.26738368514193106,0,1,-1,-1,-1,1,0.00010515510879604469,0.0,0.2216246484008751,Test
31,15589475,Azikiwe,0.4819999999999999,0.2837837837837838,0.30000000000000004,0.0,0.6666666666666667,1,-1,0.702356075005163,1,-1,1,-1,1,-1,0.0,0.13846153846153847,0.2449744364396932,Train
32,15706552,Odinakachukwu,0.366,0.24324324324324326,0.7000000000000001,0.3400253066892618,0.0,-1,1,0.7836764911049005,0,1,-1,-1,-1,1,5.1279675568897266e-05,0.35,0.23668806646525675,Test
33,15750181,Sanderson,0.406,0.3108108108108108,0.9,0.43887356814872525,0.3333333333333333,-1,-1,0.40947525488684167,0,-1,-1,1,-1,1,0.0001266640260553095,0.39512195121951216,0.2053367474762361,Train
34,15659428,Maggard,0.33999999999999997,0.3243243243243243,0.6000000000000001,0.0,0.3333333333333333,1,1,0.17201127707696084,0,-1,1,-1,1,-1,0.0,0.2571428571428571,0.17900302114803623,Test
35,15732963,Clements,0.7439999999999999,0.14864864864864863,0.9,0.0,0.3333333333333333,1,1,0.710175271738451,0,-1,1,-1,1,-1,0.0,0.5586206896551724,0.47676841337639336,Train
36,15794171,Lombardo,0.25,0.36486486486486486,0.0,0.5351337668612783,0.0,1,-1,0.13907033121663118,1,1,-1,-1,1,-1,0.00045462154136485377,0.0,0.13557401812688818,Test
37,15788448,Watson,0.2799999999999999,0.1756756756756757,0.30000000000000004,0.5789610833625718,0.0,-1,1,0.570330416554781,0,-1,1,-1,-1,1,0.0001199724926865702,0.17419354838709675,0.2605009258356885,Test
38,15729599,Lorenzo,0.908,0.2027027027027027,0.7000000000000001,0.3050983767951363,0.0,-1,1,0.49225636048242605,0,-1,1,-1,-1,1,7.324878272259289e-05,0.3818181818181818,0.4640895358418016,Test
39,15717426,Armstrong,0.9999999999999999,0.24324324324324326,0.7000000000000001,0.0,0.0,1,1,0.20402608449106888,0,1,-1,-1,-1,1,0.0,0.35,0.4461858006042296,Train
40,15585768,Cameron,0.46399999999999986,0.3108108108108108,0.6000000000000001,0.28039065582364536,0.3333333333333333,-1,1,0.8903973329452962,0,-1,-1,1,-1,1,3.7218115445920505e-05,0.2634146341463414,0.22216491047085696,Test
41,15619360,Hsiao,0.244,0.2972972972972973,0.4,0.0,0.0,1,-1,0.35074669630949756,0,-1,1,-1,-1,1,0.0,0.18,0.16518126888217521,Train
42,15738148,Clarke,0.22999999999999998,0.445945945945946,0.8,0.48833500486193426,0.0,-1,-1,0.9065169223660858,1,1,-1,-1,1,-1,6.366740306486635e-05,0.28235294117647053,0.10136395948107339,Train
43,15687946,Osborne,0.41200000000000003,0.5810810810810811,0.2,0.46799618920973063,0.0,1,1,0.47075620721778927,0,1,-1,-1,1,-1,0.00011748861378558481,0.059016393442622946,0.10129513149423013,Train
44,15755196,Lavine,0.9679999999999999,0.4189189189189189,0.2,0.5236969320890407,0.0,-1,-1,0.97186371298459,1,1,-1,-1,1,-1,6.368713654421547e-05,0.07346938775510203,0.28938282261545095,Train
45,15684171,Bianchi,0.62,0.5810810810810811,0.5,0.6214918176539327,0.0,1,1,0.7917096582723651,0,-1,1,-1,1,-1,9.277706821405207e-05,0.14754098360655735,0.14185775840721115,Train
46,15754849,Tyler,0.852,0.1891891891891892,0.4,0.4361178277602672,0.3333333333333333,1,1,0.6325898123270772,0,-1,-1,1,1,-1,8.14788385993913e-05,0.22499999999999998,0.4613859516616314,Train
47,15602280,Martin,0.9580000000000001,0.12162162162162166,0.9,0.4465784095845449,0.0,1,1,0.5985403105996623,1,-1,-1,1,1,-1,8.817901431186362e-05,0.5999999999999999,0.6149295065458208,Train
48,15771573,Okagbue,0.574,0.2837837837837838,0.9,0.5494015518412276,0.0,1,1,0.5881122647212809,1,-1,-1,1,1,-1,0.00011040527459744363,0.41538461538461535,0.273036253776435,Test
49,15766205,Yin,0.4,0.27027027027027034,0.2,0.4120851617483418,0.0,-1,1,0.454376142921649,0,-1,-1,1,-1,1,0.00010718130704950457,0.09473684210526315,0.22879233582445535,Train
50,15771873,Buccho,0.852,0.25675675675675674,0.2,0.4135911118334939,0.3333333333333333,1,-1,0.9705303856518297,0,-1,-1,1,1,-1,5.036618828519788e-05,0.09729729729729729,0.38342042949293703,Train
51,15616550,Chidiebele,0.6960000000000001,0.35135135135135137,1.0,0.4637873887361997,0.3333333333333333,1,-1,0.9903324767515297,0,-1,-1,1,-1,1,5.5349723582342394e-05,0.40909090909090906,0.26186143916506455,Test
52,15768193,Trevisani,0.46999999999999986,0.24324324324324326,0.5,0.5821127215436356,0.3333333333333333,-1,-1,0.43210621614364175,0,-1,-1,1,-1,1,0.00015920669141547084,0.25,0.2710536253776435,Train
53,15683553,O'Brien,0.876,0.2027027027027027,0.5,0.0,0.3333333333333333,-1,-1,0.584888906890608,0,1,-1,-1,1,-1,0.0,0.2727272727272727,0.45255424333974187,Train
54,15702298,Parkhill,0.61,0.3108108108108108,0.8,0.5004500831393337,0.0,-1,-1,0.8202251315000582,1,-1,-1,1,-1,1,7.211074301491854e-05,0.35121951219512193,0.26452545869869576,Train
55,15569590,Yoo,0.5019999999999999,0.3243243243243243,0.1,0.3925726178306101,0.0,1,-1,0.20003500334281923,1,-1,-1,1,-1,1,0.00023189492357606828,0.04285714285714285,0.2248867069486405,Train
56,15760861,Phillipps,0.5379999999999999,0.3378378378378379,0.1,0.49905489515683443,0.0,1,1,0.567048703151151,0,1,-1,-1,-1,1,0.00010401274236939468,0.04186046511627906,0.22692861659523644,Train
57,15630053,Tsao,0.612,0.36486486486486486,0.5,0.5096268369360644,0.0,1,-1,0.43552154230729034,0,1,-1,-1,-1,1,0.00013828906658333462,0.19999999999999996,0.23126888217522656,Train
58,15647091,Endrizzi,0.7499999999999999,0.013513513513513542,0.0,0.3024662324053563,0.0,-1,-1,0.22803262711588954,0,-1,-1,1,-1,1,0.00015673737632850138,0.0,0.7922761965336301,Train
59,15623944,T'ien,0.32199999999999995,0.6486486486486487,0.4,0.0,0.0,1,-1,0.008158429129981912,1,-1,1,-1,1,-1,0.0,0.10909090909090909,0.06864528975556165,Test
60,15804771,Velazquez,0.5279999999999999,0.445945945945946,0.4,0.16216113881137956,0.0,1,1,0.23384083179943682,0,1,-1,-1,-1,1,8.194488379627741e-05,0.14117647058823526,0.1708725786387062,Test
61,15651280,Hunter,0.7839999999999999,0.22972972972972977,0.5,0.5454684808481405,0.0,-1,-1,0.422530301643807,0,-1,-1,1,-1,1,0.00015256510862346508,0.2571428571428571,0.38882175226586096,Train
62,15773469,Clark,0.674,0.12162162162162166,0.9,0.6071344743995462,0.3333333333333333,-1,-1,0.6324766015154447,0,-1,-1,1,1,-1,0.00011344976649361476,0.5999999999999999,0.4898036253776435,Train
63,15702014,Jeffrey,0.41000000000000003,0.2027027027027027,0.1,0.2235357391520996,0.3333333333333333,-1,-1,0.8940181287312938,0,-1,1,-1,-1,1,2.9551222386887377e-05,0.05454545454545454,0.28457154627849485,Train
64,15751208,Pirozzi,0.668,0.5135135135135136,0.8,0.31370171052318496,0.0,1,1,0.49698136172004426,0,-1,1,-1,-1,1,7.459833285658925e-05,0.2571428571428571,0.17503776435045315,Train
65,15592461,Jackson,0.5059999999999999,0.10810810810810811,0.4,0.4351024354151122,0.0,1,1,0.4641897801240018,0,-1,-1,1,-1,1,0.00011077575080282328,0.27692307692307694,0.4362218219846619,Train
66,15789484,Hammond,0.8019999999999999,0.24324324324324326,0.6000000000000001,0.6768941923790652,0.3333333333333333,1,1,0.13874715035285867,0,-1,-1,1,1,-1,0.0005763926551800734,0.29999999999999993,0.38075906344410876,Train
67,15696061,Brownless,0.46199999999999986,0.21621621621621623,0.1,0.4050769776685028,0.0,1,-1,0.5521523805523427,0,-1,-1,1,1,-1,8.670337526190285e-05,0.05294117647058823,0.29099653456548785,Train
68,15641582,Chibugo,0.7699999999999999,0.3378378378378379,1.0,0.4909563480535065,0.3333333333333333,1,1,0.9834024149306257,0,-1,-1,1,-1,1,5.900502151439335e-05,0.41860465116279066,0.29111044755146487,Train
69,15638424,Glauert,0.622,0.22972972972972977,0.5,0.6007440311721783,0.3333333333333333,-1,1,0.5682806207992863,0,-1,-1,1,1,-1,0.00012493534000401654,0.2571428571428571,0.33376132930513597,Train
70,15755648,Pisano,0.65,0.040540540540540515,0.8,0.39208453121345005,0.0,1,-1,0.09096578723268071,0,1,-1,-1,1,-1,0.0005091294200233686,0.6857142857142856,0.6491691842900303,Train
71,15703793,Konovalova,0.7759999999999999,0.5405405405405406,0.2,0.5330667921784499,1.0,1,-1,0.14182494428217893,1,-1,-1,1,-1,1,0.00044407329915581705,0.06206896551724137,0.1871679341598083,Train
72,15620344,McKee,0.926,0.14864864864864863,0.6000000000000001,0.0,0.0,1,-1,0.1697276589914337,0,1,-1,-1,-1,1,0.0,0.37241379310344824,0.5514246275653715,Train
73,15812518,Palermo,0.614,0.25675675675675674,0.0,0.6520861916485694,0.0,-1,1,0.22098095368107654,0,-1,1,-1,1,-1,0.0003486898524530549,0.0,0.3069016902098473,Train
74,15779052,Ballard,0.5079999999999999,0.09459459459459457,0.5,0.6288642532113338,0.3333333333333333,1,1,0.2921040459363869,0,-1,-1,1,1,-1,0.0002544111771220802,0.36,0.45924471299093655,Train
75,15770811,Wallace,0.33799999999999997,0.24324324324324326,0.9,0.0,0.3333333333333333,-1,1,0.7278236071544831,0,1,-1,-1,-1,1,0.0,0.44999999999999996,0.22743580060422958,Train
76,15780961,Cavenagh,0.7699999999999999,0.040540540540540515,0.1,0.7123138721382855,0.3333333333333333,1,-1,0.11189278576104017,0,1,-1,-1,1,-1,0.0007520514586827909,0.0857142857142857,0.7171450151057402,Train
77,15614049,Hu,0.628,0.5,0.8,0.0,0.3333333333333333,1,1,0.6958167504996727,0,1,-1,-1,-1,1,0.0,0.2618181818181818,0.17166987091458386,Test
78,15662085,Read,0.656,0.1891891891891892,0.9,0.0,0.0,1,1,0.7410660718098578,0,1,-1,-1,1,-1,0.0,0.50625,0.3885243580060423,Train
79,15575185,Bushell,0.814,0.2027027027027027,0.5,0.30790676804275396,0.0,-1,1,0.9712330027517627,0,-1,1,-1,-1,1,3.746906423529023e-05,0.2727272727272727,0.4302046141170008,Train
80,15803136,Postle,0.132,0.3108108108108108,1.0,0.48700912788933554,0.3333333333333333,1,-1,0.4914970879719013,0,-1,-1,1,1,-1,0.00011710297388105388,0.4390243902439024,0.12583818436371674,Train
81,15706021,Buley,0.63,0.21621621621621623,0.1,0.38519838871631107,0.3333333333333333,-1,-1,0.8570922523100956,0,1,-1,-1,1,-1,5.311662687934758e-05,0.05294117647058823,0.34977563532966055,Test
82,15663706,Leonard,0.854,0.1891891891891892,0.2,0.0,0.0,1,-1,0.6822982094790052,1,1,-1,-1,1,-1,0.0,0.11249999999999999,0.4621294373111782,Train
83,15641732,Mills,0.386,0.24324324324324326,0.30000000000000004,0.0,0.3333333333333333,-1,-1,0.13005247001088602,0,1,-1,-1,1,-1,0.0,0.14999999999999997,0.2432968277945619,Train
84,15701164,Onyeorulu,0.31199999999999994,0.21621621621621623,0.4,0.359937455083855,0.0,1,1,0.7961945865830187,0,1,-1,-1,1,-1,5.3429261635487966e-05,0.2117647058823529,0.23851519459747644,Train
85,15738751,Beit,0.2859999999999999,0.37837837837837845,0.4,0.0,0.3333333333333333,1,-1,0.009481305464671876,0,1,-1,-1,1,-1,0.0,0.15652173913043477,0.13942433994483122,Train
86,15805254,Ndukaku,0.604,0.7702702702702704,1.0,0.0,0.3333333333333333,1,1,0.5733756073705039,0,-1,1,-1,1,-1,0.0,0.23999999999999996,0.09126888217522659,Train
87,15762418,Gant,0.7999999999999999,0.05405405405405406,0.30000000000000004,0.484985039144778,0.0,1,-1,0.6432202775365047,1,-1,1,-1,-1,1,8.911123335890484e-05,0.24545454545454543,0.695516341664378,Train
88,15625759,Rowley,0.7579999999999999,0.16216216216216217,0.9,0.0,0.3333333333333333,1,-1,0.7593613690107405,0,1,-1,-1,-1,1,0.0,0.5399999999999999,0.4625755287009063,Train
89,15622897,Sharpe,0.592,0.37837837837837845,0.4,0.0,0.6666666666666667,1,-1,0.4662437262758593,1,1,-1,-1,1,-1,0.0,0.15652173913043477,0.21855707342703268,Test
90,15767954,Osborne,0.57,0.13513513513513514,0.30000000000000004,0.3253259919196675,0.3333333333333333,1,1,0.7839737694949866,0,-1,-1,1,1,-1,4.9044249082863195e-05,0.19285714285714284,0.42399924471299083,Train
91,15757535,Heap,0.594,0.35135135135135137,0.5,0.0,0.6666666666666667,1,1,0.8710513854073063,1,-1,1,-1,1,-1,0.0,0.20454545454545453,0.23428488052732765,Train
92,15731511,Ritchie,0.916,0.36486486486486486,0.7000000000000001,0.47280770451460996,0.3333333333333333,1,-1,0.7356746569297367,0,1,-1,-1,-1,1,7.595694736947869e-05,0.27999999999999997,0.31163141993957705,Train
93,15809248,Cole,0.348,0.24324324324324326,1.0,0.0,0.3333333333333333,1,-1,0.5480672904262357,0,1,-1,-1,1,-1,0.0,0.5,0.23074018126888218,Test
94,15640635,Capon,0.838,0.14864864864864863,0.8,0.0,0.3333333333333333,1,1,0.8614774210937143,0,1,-1,-1,-1,1,0.0,0.49655172413793097,0.5153271174080634,Test
95,15676966,Capon,0.7599999999999999,0.3243243243243243,0.4,0.0,0.3333333333333333,-1,1,0.4298955050207295,0,-1,1,-1,-1,1,0.0,0.1714285714285714,0.2979607250755287,Train
96,15699461,Fiorentini,0.32999999999999996,0.22972972972972977,1.0,0.7025719087777832,0.0,-1,1,0.6063889101409184,0,-1,1,-1,-1,1,0.0001369307530767629,0.5142857142857142,0.23451661631419934,Test
97,15738721,Graham,0.846,0.3108108108108108,0.9,0.40983747624384076,0.0,-1,1,0.32294919164780234,0,-1,1,-1,-1,1,0.000149969360341404,0.39512195121951216,0.33299867364232555,Test
98,15693683,Yuille,0.928,0.14864864864864863,0.8,0.386955516480815,0.3333333333333333,1,1,0.9864169528189942,0,-1,-1,1,-1,1,4.6363686083189253e-05,0.49655172413793097,0.5522450255234921,Train
99,15604348,Allard,0.7199999999999999,0.05405405405405406,0.8,0.0,0.3333333333333333,-1,-1,0.4982148795209942,0,-1,1,-1,-1,1,0.0,0.6545454545454545,0.6522589947816534,Train
100,15633059,Fanucci,0.126,0.21621621621621623,0.9,0.0,0.3333333333333333,-1,-1,0.03261611483896712,0,1,-1,-1,-1,1,0.0,0.4764705882352941,0.17343833303714234,Train
101,15808582,Fu,0.63,0.2972972972972973,0.6000000000000001,0.0,0.0,1,1,0.8092595342855242,0,1,-1,-1,1,-1,0.0,0.26999999999999996,0.2799754531722054,Train
102,15743192,Hung,0.5459999999999999,0.35135135135135137,0.6000000000000001,0.0,0.3333333333333333,-1,-1,0.8358340721538906,0,1,-1,-1,1,-1,0.0,0.24545454545454543,0.22130767646251026,Test
103,15580146,Hung,0.7759999999999999,0.1756756756756757,0.9,0.32951287114222355,0.0,1,-1,0.20981573740292198,0,1,-1,-1,-1,1,0.00018557412340554296,0.5225806451612903,0.45083325211967634,Train
104,15776605,Bradley,0.356,0.24324324324324326,0.7000000000000001,0.0,0.3333333333333333,1,-1,0.30265380343822834,0,-1,1,-1,-1,1,0.0,0.35,0.2333836858006042,Test
105,15804919,Dunbabin,0.64,0.6351351351351351,0.1,0.0,0.0,1,1,0.8883053331593166,1,-1,1,-1,1,-1,0.0,0.02769230769230769,0.12967696955612368,Train
106,15613854,Mauldon,0.5439999999999999,0.37837837837837845,0.4,0.4267600044304842,0.3333333333333333,1,1,0.15487984102481786,1,-1,1,-1,1,-1,0.0003255587791317159,0.15652173913043477,0.20614409562590308,Train
107,15599195,Stiger,0.46399999999999986,0.1891891891891892,0.1,0.3544810564321155,0.0,1,1,0.050219545966639814,0,-1,-1,1,-1,1,0.0008333409263004885,0.056249999999999994,0.3171497356495468,Test
108,15812878,Parsons,0.87,0.24324324324324326,0.2,0.39779836506527416,0.0,-1,1,0.18484235244465844,0,-1,-1,1,1,-1,0.00025428949082226845,0.09999999999999998,0.4032288519637462,Test
109,15602312,Walkom,0.5099999999999999,0.2027027027027027,0.5,0.5982221706032119,0.0,-1,-1,0.3592903622295929,0,-1,1,-1,-1,1,0.00019676592161205,0.2727272727272727,0.320619335347432,Test
110,15744689,T'ang,0.258,0.22972972972972977,0.9,0.37000636393844216,0.0,1,-1,0.49723888631364294,1,-1,-1,1,-1,1,8.794202702479698e-05,0.46285714285714274,0.21004531722054376,Train
111,15803526,Eremenko,0.67,0.16216216216216217,0.30000000000000004,0.3608509335403869,0.0,-1,1,0.3153866194221548,0,-1,-1,1,-1,1,0.00013520967680112343,0.18,0.4276812688821752,Train
112,15665790,Rowntree,0.376,0.2837837837837838,0.7000000000000001,0.4306732665840542,0.3333333333333333,1,-1,0.13611139863856997,0,-1,-1,1,-1,1,0.00037382783161251406,0.32307692307692304,0.2126423425517081,Train
113,15715951,Thorpe,0.42400000000000004,0.3243243243243243,0.2,0.3995181868463009,0.0,-1,-1,0.43397059419174533,0,1,-1,-1,-1,1,0.00010879808264164685,0.0857142857142857,0.20279456193353473,Train
114,15591100,Chiemela,0.65,0.24324324324324326,0.9,0.4232417632194809,0.0,-1,1,0.11492467530649175,0,-1,1,-1,-1,1,0.00043507026071485354,0.44999999999999996,0.3305324773413897,Train
115,15609618,Fanucci,0.7419999999999999,0.13513513513513514,0.9,0.6156903785118493,0.3333333333333333,-1,1,0.5064951702887626,1,-1,-1,1,-1,1,0.0001436614830769614,0.5785714285714285,0.4970732628398791,Train
116,15675522,Ko,0.5559999999999999,0.16216216216216217,0.9,0.5275101536245255,0.3333333333333333,1,1,0.370823163612125,0,-1,-1,1,1,-1,0.0001681121462128153,0.5399999999999999,0.3824773413897281,Train
117,15705512,Welch,0.636,0.25675675675675674,0.6000000000000001,0.6690541167531407,0.0,1,-1,0.5781887670272511,0,-1,-1,1,1,-1,0.00013675746451134214,0.29189189189189185,0.31397485098391437,Train
118,15698028,Duncan,0.31199999999999994,0.3108108108108108,0.1,0.0,0.3333333333333333,1,-1,0.1587887643269932,0,1,-1,-1,1,-1,0.0,0.04390243902439024,0.17806351779529878,Train
119,15661670,Chidozie,0.348,0.1756756756756757,0.8,0.42973077236259555,0.0,1,-1,0.9986644224523442,1,-1,-1,1,1,-1,5.085745577061073e-05,0.46451612903225803,0.28659487379397713,Train
120,15600781,Wu,0.6980000000000001,0.21621621621621623,0.4,0.7380439205416033,0.3333333333333333,1,-1,0.6041721984449514,0,-1,-1,1,-1,1,0.0001443719371246503,0.2117647058823529,0.37356717611515905,Test
121,15682472,Culbreth,0.9560000000000001,0.21621621621621623,0.8,0.5158801328459695,0.3333333333333333,-1,-1,0.19061915412921931,0,1,-1,-1,-1,1,0.0003197814682177871,0.4235294117647058,0.4638350808601385,Train
122,15580203,Kennedy,0.648,0.2837837837837838,0.6000000000000001,0.4790527500627845,0.0,-1,-1,0.5006446615651794,0,-1,1,-1,-1,1,0.0001130853782558426,0.27692307692307694,0.29560771554729254,Train
123,15690673,Cameron,0.612,0.2837837837837838,0.6000000000000001,0.0,0.3333333333333333,1,-1,0.7053588617712991,0,1,-1,-1,1,-1,0.0,0.27692307692307694,0.2846270044155241,Train
124,15760085,Calabresi,0.668,0.40540540540540543,1.0,0.5037281072964725,0.0,1,1,0.9906835102752312,0,-1,-1,1,1,-1,6.0095063974779114e-05,0.375,0.2234705438066465,Train
125,15779659,Zetticci,0.5499999999999999,0.13513513513513514,0.30000000000000004,0.0,0.0,-1,-1,0.9182618440061026,0,1,-1,-1,1,-1,0.0,0.19285714285714284,0.4155022658610272,Train
126,15627360,Fuller,0.16399999999999992,0.3243243243243243,0.9,0.6082288231050306,0.0,1,-1,0.5513209511508349,1,1,-1,-1,-1,1,0.0001303826560240194,0.3857142857142857,0.12915407854984895,Train
127,15671137,MacDonald,0.398,0.4594594594594595,0.1,0.0,0.0,-1,1,0.04312646857774917,1,1,-1,-1,1,-1,0.0,0.03461538461538462,0.13562485475249825,Train
128,15782688,Piccio,0.5499999999999999,0.5135135135135136,0.0,0.5919026326585428,0.0,1,-1,0.2340848551036624,1,-1,-1,1,-1,1,0.0002987944129502632,0.0,0.1499716767371601,Train
129,15575492,Kennedy,0.9560000000000001,0.3108108108108108,0.7000000000000001,0.0,0.3333333333333333,1,-1,0.8569177856485293,0,1,-1,-1,1,-1,0.0,0.3073170731707317,0.3649141551838479,Train
130,15591607,Fernie,0.84,0.08108108108108109,0.9,0.40585031954607553,0.0,1,-1,0.836303717004974,0,1,-1,-1,-1,1,5.735545524158946e-05,0.6749999999999999,0.6477530211480363,Train
131,15740404,He,0.816,0.21621621621621623,0.30000000000000004,0.0,0.3333333333333333,1,1,0.6211322181268311,0,1,-1,-1,1,-1,0.0,0.1588235294117647,0.41485249688999465,Train
132,15718369,Kaodilinakachukwu,0.89,0.2027027027027027,0.9,0.5215760311288141,0.0,1,1,0.5746730312744868,0,-1,-1,1,1,-1,0.00010726449331473599,0.49090909090909085,0.457600933809393,Test
133,15677871,Cocci,0.674,0.27027027027027034,0.9,0.4885285097228122,0.0,1,1,0.17800349933418638,0,1,-1,-1,-1,1,0.00032428215720821027,0.42631578947368415,0.31456710128796306,Test
